X, Y
53.33, 358644.85
12.47, 83861.35
95.92, 645062.6
86.88, 584268.6
92.35, 621054.35
51.56, 346741.6
51.65, 347346.85
45.18, 303836.1
75.95, 510764.35
52.01, 349767.85
60.89, 409485.85
17.52, 117822.6
54.52, 366647.6
35.12, 236182.6
53.53, 359989.85
9.74, 65502.1
22.14, 148892.1
77.10, 518498.1
99.37, 668263.85
19.97, 134298.85
19.87, 133626.35
23.81, 160122.85
36.65, 246471.85
72.34, 486487.1
25.95, 174514.35
84.77, 570078.85
-0.45, -3025.65
99.18, 666986.1
20.44, 137459.6
99.90, 671828.1
54.77, 368328.85
35.53, 238939.85
93.40, 628115.6
44.79, 301213.35
-1.27, -8540.15
7.26, 48824.1
56.89, 382585.85
61.61, 414327.85
89.07, 598996.35
2.90, 19503.1
4.05, 27236.85
54.95, 369539.35
30.17, 202893.85
62.35, 419304.35
13.58, 91326.1
56.00, 376600.6
20.36, 136921.6
40.80, 274380.6
53.43, 359317.35
62.42, 419775.1
15.36, 103296.6
40.16, 270076.6
75.80, 509755.6
87.01, 585142.85
97.82, 657840.1
53.34, 358712.1
95.36, 641296.6
49.78, 334771.1
38.47, 258711.35
95.26, 640624.1
40.11, 269740.35
0.73, 4909.85
14.03, 94352.35
63.31, 425760.35
52.77, 354878.85
60.57, 407333.85
62.67, 421456.35
37.76, 253936.6
37.37, 251313.85
52.06, 350104.1
64.20, 431745.6
25.64, 172429.6
82.18, 552661.1
17.65, 118696.85
45.39, 305248.35
28.48, 191528.6
63.81, 429122.85
44.44, 298859.6
84.94, 571222.1
20.23, 136047.35
-1.97, -13247.65
68.44, 460259.6
13.02, 87560.1
74.15, 498659.35
26.91, 180970.35
94.84, 637799.6
89.63, 602762.35
12.82, 86215.1
64.48, 433628.6
52.00, 349700.6
41.36, 278146.6
28.12, 189107.6
4.41, 29657.85
28.14, 189242.1
15.43, 103767.35
84.80, 570280.6
42.67, 286956.35
70.02, 470885.1
19.82, 133290.1
91.66, 616414.1
17.80, 119705.6
80.76, 543111.6
41.97, 282248.85
27.86, 187359.1
42.35, 284804.35
35.69, 240015.85
12.47, 83861.35
70.26, 472499.1
92.93, 624954.85
29.16, 196101.6
10.23, 68797.35
68.78, 462546.1
83.94, 564497.1
60.63, 407737.35
45.98, 309216.1
69.46, 467119.1
17.25, 116006.85
24.18, 162611.1
13.79, 92738.35
10.52, 70747.6
23.66, 159114.1
86.01, 578417.85
56.92, 382787.6
15.50, 104238.1
27.94, 187897.1
82.03, 551652.35
13.17, 88568.85
44.30, 297918.1
41.83, 281307.35
29.55, 198724.35
93.90, 631478.1
88.15, 592809.35
86.38, 580906.1
95.96, 645331.6
73.21, 492337.85
75.43, 507267.35
10.20, 68595.6
21.89, 147210.85
49.89, 335510.85
24.09, 162005.85
76.87, 516951.35
8.73, 58709.85
38.86, 261334.1
37.52, 252322.6
42.13, 283324.85
2.13, 14324.85
72.28, 486083.6
98.62, 663220.1
35.98, 241966.1
90.82, 610765.1
12.22, 82180.1
14.54, 97782.1
93.09, 626030.85
58.36, 392471.6
50.11, 336990.35
17.37, 116813.85
33.80, 227305.6
19.30, 129793.1
37.60, 252860.6
90.00, 605250.6
-4.90, -32951.9
46.70, 314058.1
67.89, 456560.85
42.66, 286889.1
33.46, 225019.1
36.44, 245059.6
68.90, 463353.1
2.10, 14123.1
57.43, 386217.35
86.77, 583528.85
14.47, 97311.35
25.74, 173102.1
91.44, 614934.6
66.29, 445800.85
42.12, 283257.6
67.32, 452727.6
70.50, 474113.1
21.47, 144386.35
63.13, 424549.85
20.40, 137190.6
9.76, 65636.6
89.64, 602829.6
73.53, 494489.85
88.71, 596575.35
9.38, 63081.1
11.26, 75724.1
62.84, 422599.6
45.19, 303903.35
88.79, 597113.35
73.57, 494758.85
24.60, 165435.6
13.60, 91460.6
96.94, 651922.1
66.53, 447414.85
94.72, 636992.6
9.16, 61601.6
78.03, 524752.35
19.21, 129187.85
28.04, 188569.6
12.90, 86753.1
35.73, 240284.85
3.09, 20780.85
47.86, 321859.1
74.90, 503703.1
79.50, 534638.1
88.90, 597853.1
11.65, 78346.85
17.66, 118764.1
26.95, 181239.35
51.89, 348960.85
14.50, 97513.1
80.56, 541766.6
5.46, 36719.1
70.48, 473978.6
36.66, 246539.1
85.86, 577409.1
50.23, 337797.35
81.49, 548020.85
56.92, 382787.6
30.00, 201750.6
42.74, 287427.1
81.55, 548424.35
43.18, 290386.1
57.16, 384401.6
40.29, 270950.85
64.63, 434637.35
60.21, 404912.85
61.03, 410427.35
85.57, 575458.85
79.35, 533629.35
11.67, 78481.35
80.68, 542573.6
66.89, 449835.85
66.65, 448221.85
31.40, 211165.6
69.03, 464227.35
4.30, 28918.1
80.96, 544456.6
62.39, 419573.35
72.20, 485545.6
86.37, 580838.85
73.19, 492203.35
62.72, 421792.6
83.44, 561134.6
61.01, 410292.85
96.70, 650308.1
39.55, 265974.35
67.57, 454408.85
10.61, 71352.85
46.38, 311906.1
73.69, 495565.85
-1.69, -11364.65
94.28, 634033.6
19.23, 129322.35
11.42, 76800.1
67.34, 452862.1
62.58, 420851.1
70.07, 471221.35
55.65, 374246.85
81.69, 549365.85
-4.12, -27706.4
28.26, 190049.1
12.95, 87089.35
55.31, 371960.35
56.49, 379895.85
5.97, 40148.85
96.29, 647550.85
95.29, 640825.85
74.94, 503972.1
38.66, 259989.1
0.97, 6523.85
83.00, 558175.6
2.01, 13517.85
70.28, 472633.6
36.88, 248018.6
51.02, 343110.1
24.74, 166377.1
84.60, 568935.6
18.45, 124076.85
10.67, 71756.35
59.49, 400070.85
0.81, 5447.85
89.29, 600475.85
96.98, 652191.1
66.33, 446069.85
35.83, 240957.35
75.41, 507132.85
47.81, 321522.85
4.50, 30263.1
32.97, 221723.85
32.64, 219504.6
82.58, 555351.1
49.40, 332215.6
26.90, 180903.1
47.58, 319976.1
-0.30, -2016.9
11.17, 75118.85
99.26, 667524.1
20.13, 135374.85
57.40, 386015.6
59.28, 398658.6
46.53, 312914.85
80.90, 544053.1
70.59, 474718.35
88.46, 594894.1
34.89, 234635.85
46.45, 312376.85
12.77, 85878.85
20.49, 137795.85
49.09, 330130.85
14.81, 99597.85
77.39, 520448.35
5.14, 34567.1
98.42, 661875.1
-0.50, -3361.9
78.30, 526568.1
-2.92, -19636.4
86.43, 581242.35
99.22, 667255.1
36.89, 248085.85
39.10, 262948.1
81.76, 549836.6
44.55, 299599.35
56.52, 380097.6
31.21, 209887.85
51.32, 345127.6
48.94, 329122.1
12.87, 86551.35
41.54, 279357.1
96.94, 651922.1
-2.51, -16879.15
49.83, 335107.35
8.17, 54943.85
74.84, 503299.6
3.44, 23134.6
96.73, 650509.85
39.80, 267655.6
7.69, 51715.85
61.18, 411436.1
90.60, 609285.6
78.31, 526635.35
20.54, 138132.1
30.45, 204776.85
56.40, 379290.6
66.23, 445397.35
19.94, 134097.1
62.87, 422801.35
97.11, 653065.35
29.50, 198388.1
99.06, 666179.1
90.88, 611168.6
80.52, 541497.6
83.20, 559520.6
46.79, 314663.35
-4.56, -30665.4
43.14, 290117.1
56.21, 378012.85
24.64, 165704.6
22.64, 152254.6
48.81, 328247.85
86.98, 584941.1
88.26, 593549.1
39.37, 264763.85
87.42, 587900.1
87.55, 588774.35
5.61, 37727.85
0.78, 5246.1
91.83, 617557.35
70.70, 475458.1
-1.93, -12978.65
58.77, 395228.85
97.86, 658109.1
45.96, 309081.6
50.06, 336654.1
32.07, 215671.35
45.40, 305315.6
10.44, 70209.6
72.12, 485007.6
86.52, 581847.6
63.51, 427105.35
90.72, 610092.6
1.99, 13383.35
14.01, 94217.85
17.13, 115199.85
61.02, 410360.1
70.65, 475121.85
53.26, 358174.1
33.70, 226633.1
-4.47, -30060.15
94.89, 638135.85
77.38, 520381.1
41.25, 277406.85
78.94, 530872.1
17.22, 115805.1
60.44, 406459.6
36.36, 244521.6
41.16, 276801.6
20.44, 137459.6
80.75, 543044.35
75.66, 508814.1
-0.84, -5648.4
10.42, 70075.1
97.19, 653603.35
14.62, 98320.1
-1.07, -7195.15
26.36, 177271.6
7.68, 51648.6
86.91, 584470.35
95.10, 639548.1
13.61, 91527.85
64.32, 432552.6
77.11, 518565.35
79.63, 535512.35
80.46, 541094.1
87.39, 587698.35
12.85, 86416.85
82.56, 555216.6
52.11, 350440.35
0.37, 2488.85
28.92, 194487.6
65.48, 440353.6
86.43, 581242.35
23.50, 158038.1
92.27, 620516.35
5.27, 35441.35
11.22, 75455.1
53.73, 361334.85
30.61, 205852.85
13.94, 93747.1
90.61, 609352.85
-2.35, -15803.15
81.23, 546272.35
83.37, 560663.85
0.38, 2556.1
36.74, 247077.1
69.93, 470279.85
45.84, 308274.6
55.86, 375659.1
83.51, 561605.35
67.50, 453938.1
41.07, 276196.35
89.20, 599870.6
-1.15, -7733.15
63.64, 427979.6
91.90, 618028.1
73.53, 494489.85
36.28, 243983.6
7.11, 47815.35
13.62, 91595.1
88.90, 597853.1
22.88, 153868.6
56.01, 376667.85
4.67, 31406.35
46.74, 314327.1
51.29, 344925.85
9.70, 65233.1
77.85, 523541.85
8.80, 59180.6
91.49, 615270.85
67.59, 454543.35
33.03, 222127.35
48.15, 323809.35
16.69, 112240.85
27.54, 185207.1
19.22, 129255.1
77.25, 519506.85
-4.76, -32010.4
8.72, 58642.6
24.11, 162140.35
68.76, 462411.6
45.06, 303029.1
20.14, 135442.1
23.83, 160257.35
27.09, 182180.85
14.20, 95495.6
5.07, 34096.35
56.61, 380702.85
8.90, 59853.1
84.18, 566111.1
43.94, 295497.1
5.87, 39476.35
23.55, 158374.35
66.74, 448827.1
51.19, 344253.35
68.67, 461806.35
43.26, 290924.1
84.10, 565573.1
80.22, 539480.1
87.62, 589245.1
42.14, 283392.1
30.53, 205314.85
72.69, 488840.85
61.55, 413924.35
17.84, 119974.6
35.27, 237191.35
87.63, 589312.35
96.00, 645600.6
41.96, 282181.6
57.61, 387427.85
60.23, 405047.35
41.81, 281172.85
46.89, 315335.85
80.82, 543515.1
66.18, 445061.1
-0.22, -1478.9
45.47, 305786.35
45.38, 305181.1
-3.72, -25016.4
97.89, 658310.85
67.54, 454207.1
56.47, 379761.35
22.70, 152658.1
68.76, 462411.6
0.14, 942.1
83.81, 563622.85
11.23, 75522.35
61.25, 411906.85
67.33, 452794.85
13.00, 87425.6
21.30, 143243.1
91.57, 615808.85
56.83, 382182.35
46.47, 312511.35
99.85, 671491.85
58.26, 391799.1
97.51, 655755.35
75.31, 506460.35
19.87, 133626.35
67.28, 452458.6
61.47, 413386.35
50.01, 336317.85
14.74, 99127.1
94.94, 638472.1
10.59, 71218.35
9.21, 61937.85
78.90, 530603.1
-1.26, -8472.9
62.41, 419707.85
40.27, 270816.35
71.45, 480501.85
83.00, 558175.6
81.17, 545868.85
89.87, 604376.35
71.64, 481779.6
63.67, 428181.35
34.10, 229323.1
11.28, 75858.6
33.01, 221992.85
22.29, 149900.85
11.27, 75791.35
61.36, 412646.6
95.29, 640825.85
75.42, 507200.1
11.20, 75320.6
62.66, 421389.1
78.46, 527644.1
75.51, 507805.35
27.72, 186417.6
75.02, 504510.1
1.09, 7330.85
16.78, 112846.1
20.35, 136854.35
65.85, 442841.85
87.61, 589177.85
60.44, 406459.6
83.89, 564160.85
89.00, 598525.6
55.53, 373439.85
91.58, 615876.1
19.00, 127775.6
44.07, 296371.35
25.46, 171219.1
33.96, 228381.6
56.98, 383191.1
32.51, 218630.35
28.17, 189443.85
34.42, 231475.1
40.68, 273573.6
25.58, 172026.1
71.46, 480569.1
77.08, 518363.6
65.42, 439950.1
81.26, 546474.1
89.15, 599534.35
57.34, 385612.1
94.20, 633495.6
9.80, 65905.6
35.58, 239276.1
79.37, 533763.85
14.70, 98858.1
32.23, 216747.35
12.04, 80969.6
69.12, 464832.6
41.62, 279895.1
89.57, 602358.85
13.81, 92872.85
68.04, 457569.6
1.09, 7330.85
-4.47, -30060.15
33.53, 225489.85
99.75, 670819.35
76.13, 511974.85
19.35, 130129.35
55.01, 369942.85
-2.54, -17080.9
22.00, 147950.6
-2.36, -15870.4
32.14, 216142.1
60.60, 407535.6
34.91, 234770.35
51.92, 349162.6
89.44, 601484.6
99.22, 667255.1
38.08, 256088.6
92.60, 622735.6
49.29, 331475.85
40.44, 271959.6
91.57, 615808.85
62.16, 418026.6
-2.51, -16879.15
2.70, 18158.1
48.87, 328651.35
77.57, 521658.85
36.96, 248556.6
72.79, 489513.35
95.22, 640355.1
50.66, 340689.1
66.82, 449365.1
71.34, 479762.1
64.19, 431678.35
88.61, 595902.85
18.22, 122530.1
23.78, 159921.1
22.27, 149766.35
77.25, 519506.85
85.02, 571760.1
21.11, 141965.35
40.98, 275591.1
72.15, 485209.35
43.96, 295631.6
92.22, 620180.1
26.99, 181508.35
41.91, 281845.35
71.65, 481846.85
56.21, 378012.85
76.91, 517220.35
10.91, 73370.35
50.30, 338268.1
81.13, 545599.85
43.52, 292672.6
80.65, 542371.85
80.66, 542439.1
4.38, 29456.1
83.50, 561538.1
5.35, 35979.35
0.63, 4237.35
35.99, 242033.35
37.53, 252389.85
10.45, 70276.85
1.69, 11365.85
40.91, 275120.35
97.48, 655553.6
65.87, 442976.35
78.63, 528787.35
72.67, 488706.35
8.42, 56625.1
22.15, 148959.35
81.58, 548626.1
64.34, 432687.1
24.37, 163888.85
-3.28, -22057.4
63.15, 424684.35
2.05, 13786.85
70.59, 474718.35
1.01, 6792.85
92.43, 621592.35
95.46, 641969.1
79.53, 534839.85
11.84, 79624.6
48.79, 328113.35
10.76, 72361.6
3.00, 20175.6
61.04, 410494.6
45.44, 305584.6
27.30, 183593.1
35.10, 236048.1
98.93, 665304.85
26.01, 174917.85
84.98, 571491.1
-1.45, -9750.65
60.98, 410091.1
25.20, 169470.6
67.93, 456829.85
-2.19, -14727.15
-2.05, -13785.65
94.66, 636589.1
40.19, 270278.35
2.16, 14526.6
97.21, 653737.85
77.28, 519708.6
42.88, 288368.6
4.09, 27505.85
76.01, 511167.85
15.47, 104036.35
44.97, 302423.85
30.58, 205651.1
82.83, 557032.35
51.78, 348221.1
25.76, 173236.6
36.75, 247144.35
21.58, 145126.1
9.27, 62341.35
49.40, 332215.6
6.93, 46604.85
20.99, 141158.35
1.24, 8339.6
39.52, 265772.6
94.19, 633428.35
99.12, 666582.6
76.67, 515606.35
74.92, 503837.6
92.89, 624685.85
77.26, 519574.1
15.22, 102355.1
65.69, 441765.85
93.54, 629057.1
45.40, 305315.6
50.10, 336923.1
75.66, 508814.1
70.87, 476601.35
93.71, 630200.35
87.46, 588169.1
87.64, 589379.6
74.28, 499533.6
3.14, 21117.1
64.21, 431812.85
9.99, 67183.35
96.78, 650846.1
72.22, 485680.1
29.82, 200540.1
75.71, 509150.35
10.83, 72832.35
74.54, 501282.1
28.77, 193478.85
11.63, 78212.35
73.55, 494624.35
11.67, 78481.35
53.20, 357770.6
67.24, 452189.6
7.95, 53464.35
81.95, 551114.35
99.38, 668331.1
75.57, 508208.85
15.78, 106121.1
1.23, 8272.35
45.66, 307064.1
59.57, 400608.85
67.02, 450710.1
23.41, 157432.85
44.71, 300675.35
16.60, 111635.6
94.50, 635513.1
78.78, 529796.1
-2.55, -17148.15
9.91, 66645.35
79.39, 533898.35
2.47, 16611.35
78.11, 525290.35
2.23, 14997.35
48.71, 327575.35
93.15, 626434.35
60.55, 407199.35
20.09, 135105.85
71.55, 481174.35
38.94, 261872.1
-4.99, -33557.15
56.80, 381980.6
2.55, 17149.35
99.63, 670012.35
24.71, 166175.35
44.12, 296707.6
82.22, 552930.1
83.47, 561336.35
1.04, 6994.6
33.35, 224279.35
58.67, 394556.35
40.18, 270211.1
23.98, 161266.1
65.56, 440891.6
76.32, 513252.6
13.70, 92133.1
82.58, 555351.1
0.76, 5111.6
12.90, 86753.1
33.75, 226969.35
1.70, 11433.1
25.22, 169605.1
31.83, 214057.35
40.25, 270681.85
88.17, 592943.85
32.47, 218361.35
89.19, 599803.35
-3.85, -25890.65
23.10, 155348.1
1.48, 9953.6
79.53, 534839.85
57.77, 388503.85
63.88, 429593.6
56.87, 382451.35
29.01, 195092.85
84.23, 566447.35
10.00, 67250.6
73.88, 496843.6
33.58, 225826.1
93.63, 629662.35
57.15, 384334.35
48.46, 325894.1
96.78, 650846.1
64.88, 436318.6
76.43, 513992.35
93.21, 626837.85
56.68, 381173.6
38.23, 257097.35
19.44, 130734.6
33.39, 224548.35
75.95, 510764.35
4.94, 33222.1
48.61, 326902.85
66.74, 448827.1
-1.21, -8136.65
98.59, 663018.35
66.86, 449634.1
42.01, 282517.85
71.14, 478417.1
-0.46, -3092.9
35.74, 240352.1
76.52, 514597.6
51.88, 348893.6
80.35, 540354.35
71.93, 483729.85
28.42, 191125.1
77.71, 522600.35
26.41, 177607.85
92.60, 622735.6
87.04, 585344.6
31.02, 208610.1
32.34, 217487.1
-0.16, -1075.4
66.16, 444926.6
76.89, 517085.85
50.19, 337528.35
73.07, 491396.35
8.00, 53800.6
1.93, 12979.85
90.60, 609285.6
41.06, 276129.1
81.55, 548424.35
-0.53, -3563.65
31.72, 213317.6
35.91, 241495.35
80.31, 540085.35
92.78, 623946.1
69.18, 465236.1
23.85, 160391.85
38.02, 255685.1
64.40, 433090.6
24.98, 167991.1
43.29, 291125.85
98.25, 660731.85
28.37, 190788.85
77.13, 518699.85
37.07, 249296.35
83.73, 563084.85
20.87, 140351.35
45.23, 304172.35
7.11, 47815.35
89.51, 601955.35
52.41, 352457.85
78.61, 528652.85
17.62, 118495.1
70.46, 473844.1
13.66, 91864.1
55.34, 372162.1
11.48, 77203.6
3.87, 26026.35
55.96, 376331.6
79.87, 537126.35
0.47, 3161.35
83.29, 560125.85
82.65, 555821.85
49.48, 332753.6
10.01, 67317.85
47.44, 319034.6
61.35, 412579.35
34.04, 228919.6
24.19, 162678.35
48.77, 327978.85
55.36, 372296.6
63.85, 429391.85
63.18, 424886.1
28.67, 192806.35
36.02, 242235.1
71.18, 478686.1
94.48, 635378.6
5.55, 37324.35
28.65, 192671.85
22.35, 150304.35
29.59, 198993.35
43.21, 290587.85
6.41, 43107.85
32.34, 217487.1
79.06, 531679.1
62.09, 417555.85
66.36, 446271.6
87.64, 589379.6
88.45, 594826.85
74.90, 503703.1
10.84, 72899.6
88.12, 592607.6
42.00, 282450.6
27.91, 187695.35
18.02, 121185.1
87.48, 588303.6
77.85, 523541.85
35.08, 235913.6
80.01, 538067.85
91.05, 612311.85
26.17, 175993.85
47.32, 318227.6
67.86, 456359.1
88.60, 595835.6
18.46, 124144.1
85.10, 572298.1
71.91, 483595.35
24.17, 162543.85
64.50, 433763.1
85.21, 573037.85
57.07, 383796.35
94.69, 636790.85
51.43, 345867.35
0.03, 202.35
3.18, 21386.1
11.48, 77203.6
13.95, 93814.35
15.51, 104305.35
35.14, 236317.1
68.26, 459049.1
63.47, 426836.35
92.34, 620987.1
46.60, 313385.6
92.17, 619843.85
11.38, 76531.1
82.01, 551517.85
65.74, 442102.1
50.43, 339142.35
64.72, 435242.6
8.12, 54607.6
98.70, 663758.1
76.90, 517153.1
67.63, 454812.35
42.83, 288032.35
41.10, 276398.1
73.90, 496978.1
33.28, 223808.6
61.07, 410696.35
34.08, 229188.6
22.66, 152389.1
59.54, 400407.1
23.02, 154810.1
93.92, 631612.6
34.54, 232282.1
89.68, 603098.6
63.23, 425222.35
86.70, 583058.1
53.77, 361603.85
74.34, 499937.1
28.24, 189914.6
33.21, 223337.85
88.31, 593885.35
81.14, 545667.1
11.21, 75387.85
-3.97, -26697.65
63.71, 428450.35
10.89, 73235.85
85.55, 575324.35
76.87, 516951.35
11.52, 77472.6
51.84, 348624.6
90.03, 605452.35
37.87, 254676.35
85.50, 574988.1
71.22, 478955.1
58.58, 393951.1
43.25, 290856.85
79.76, 536386.6
40.02, 269135.1
55.63, 374112.35
4.17, 28043.85
25.00, 168125.6
15.12, 101682.6
23.11, 155415.35
22.87, 153801.35
92.56, 622466.6
6.78, 45596.1
14.99, 100808.35
26.40, 177540.6
80.80, 543380.6
75.54, 508007.1
22.31, 150035.35
67.90, 456628.1
27.31, 183660.35
64.14, 431342.1
49.99, 336183.35
83.06, 558579.1
51.34, 345262.1
91.77, 617153.85
32.10, 215873.1
52.62, 353870.1
61.06, 410629.1
84.29, 566850.85
54.02, 363285.1
51.84, 348624.6
32.27, 217016.35
10.70, 71958.1
86.13, 579224.85
43.00, 289175.6
97.16, 653401.6
63.73, 428584.85
-1.98, -13314.9
52.95, 356089.35
91.90, 618028.1
92.04, 618969.6
23.43, 157567.35
98.48, 662278.6
59.32, 398927.6
37.28, 250708.6
50.27, 338066.35
78.87, 530401.35
23.77, 159853.85
81.14, 545667.1
13.64, 91729.6
-2.49, -16744.65
98.05, 659386.85
32.31, 217285.35
53.75, 361469.35
9.35, 62879.35
63.58, 427576.1
5.52, 37122.6
8.18, 55011.1
12.14, 81642.1
96.20, 646945.6
35.90, 241428.1
59.61, 400877.85
5.59, 37593.35
3.35, 22529.35
29.87, 200876.35
-2.12, -14256.4
58.67, 394556.35
-2.57, -17282.65
32.90, 221253.1
93.84, 631074.6
7.23, 48622.35
34.53, 232214.85
35.30, 237393.1
30.05, 202086.85
98.05, 659386.85
-4.99, -33557.15
69.60, 468060.6
1.85, 12441.85
94.66, 636589.1
20.80, 139880.6
68.88, 463218.6
93.12, 626232.6
-2.17, -14592.65
50.00, 336250.6
82.32, 553602.6
83.98, 564766.1
99.91, 671895.35
62.57, 420783.85
67.24, 452189.6
6.24, 41964.6
96.88, 651518.6
73.69, 495565.85
35.02, 235510.1
42.39, 285073.35
93.29, 627375.85
28.54, 191932.1
72.56, 487966.6
93.32, 627577.6
89.70, 603233.1
41.35, 278079.35
88.94, 598122.1
57.49, 386620.85
49.32, 331677.6
18.60, 125085.6
